"codigo";"nombre";"nombre_especifico";"departamento";"unidad_responsable";"ruta";"tipo_actuacion";"tipo_procedimiento";"inicio_tramite";"ambito";"nivel_administrativo";"codigo_sia";"fecha_actualizacion_sia";"fecha_publicacion";"fecha_ultima_modificacion";"familia";"fecha_inicio";"fecha_fin";"observaciones_plazo"
2146;"Revisión del Programa Individual de Atención de las personas en situación de dependencia.";"_U";"Dirección General de Dependencia y Discapacidad";"Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud";"Gobierno de Canarias >> Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud >> Viceconsejería de Derechos Sociales >> Dirección General de Dependencia y Discapacidad >> Servicio de Dependencia";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 3: Descarga y envío electrónico de formularios";"221193";"2021-10-05 22:00:06.726";"2021-10-05 11:58:12.453";"05/10/2021 11:58";"Prestaciones Sociales y Sanitarias";"_Z";"_Z";"_U"
2155;"Solicitud de Clasificación de Empresas";"_U";"Dirección General de Patrimonio y Contratación";"Consejería de Hacienda, Presupuestos y Asuntos Europeos";"Gobierno de Canarias >> Consejería de Hacienda, Presupuestos y Asuntos Europeos >> Viceconsejería de Hacienda, Planificación y Asuntos Europeos >> Dirección General de Patrimonio y Contratación >> Junta Consultiva";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220526";"2022-07-13 22:00:13.176";"2022-07-13 11:55:56.82";"13/07/2022 11:55";"Registros Administrativos";"_Z";"_Z";"_U"
2159;"Renovación de la autorización de instalación de máquinas recreativas en establecimientos hoteleros, buques de pasaje, campamentos, parques de atracciones, recintos feriales, centros de entretenimiento familiar o similares.";"_U";"Viceconsejería de Administraciones Publicas y Transparencia";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Servicio de Gestión del Juego S/C de Tenerife";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220846";"2020-07-20 21:15:28.786";"2020-07-20 11:36:00.014";"20/07/2020 11:36";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
2163;"Inscripción en el Registro Oficial de Licitadores y Empresas Clasificadas del Sector Público (ROLECE)";"_U";"Dirección General de Patrimonio y Contratación";"Consejería de Hacienda, Presupuestos y Asuntos Europeos";"Gobierno de Canarias >> Consejería de Hacienda, Presupuestos y Asuntos Europeos >> Viceconsejería de Hacienda, Planificación y Asuntos Europeos >> Dirección General de Patrimonio y Contratación >> Junta Consultiva";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220562";"2022-02-18 23:00:07.486";"2021-08-05 13:44:06.279";"18/02/2022 16:53";"Registros Administrativos";"_Z";"_Z";"_U"
2165;"Acreditación de las entidades de voluntariado.";"_U";"Dirección General de Derechos Sociales e Inmigración";"Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud";"Gobierno de Canarias >> Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud >> Viceconsejería de Derechos Sociales >> Dirección General de Derechos Sociales e Inmigración >> Apoyo a la Dirección General";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221270";"2022-04-07 22:00:08.694";"2022-04-07 13:03:27.379";"07/04/2022 13:03";"Acreditaciones, Carnés y Habilitaciones";"_Z";"_Z";"_U"
2168;"Extinción voluntaria de las autorizaciones de instalación y de apertura y funcionamiento de salones recreativos y de juegos.";"_U";"Viceconsejería de Administraciones Publicas y Transparencia";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Servicio de Gestión del Juego S/C de Tenerife";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220766";"2022-06-30 22:00:08.402";"2022-06-30 12:59:56.215";"30/06/2022 12:59";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
2172;"Autorización de prórroga en el plazo de apertura de salón recreativo y de juegos.";"_U";"Viceconsejería de Administraciones Publicas y Transparencia";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Servicio de Gestión del Juego S/C de Tenerife";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220684";"2018-12-04 23:15:39.087";"2018-12-04 12:26:49.485";"04/12/2018 12:26";"Acreditaciones, Carnés y Habilitaciones";"_Z";"_Z";"_U"
2177;"Reconocimiento  de Agrupaciones de Productores de Papas en el ámbito de la Comunidad Autónoma de Canarias";"_U";"Viceconsejería del Sector Primario";"Consejería de Agricultura, Ganadería y Pesca";"Gobierno de Canarias >> Consejería de Agricultura, Ganadería y Pesca >> Viceconsejería del Sector Primario >> Servicio de Asociacionismo Agrario";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220921";"2020-06-05 21:15:47.626";"2020-06-05 14:55:51.037";"05/06/2020 14:55";"Declaraciones y Calificaciones";"_Z";"_Z";"_U"
2184;"Reconocimiento de Agrupaciones de Productores de Plantas Vivas y Productos de la Floricultura en el ámbito de la Comunidad Autónoma de Canarias";"_U";"Viceconsejería del Sector Primario";"Consejería de Agricultura, Ganadería y Pesca";"Gobierno de Canarias >> Consejería de Agricultura, Ganadería y Pesca >> Viceconsejería del Sector Primario >> Servicio de Asociacionismo Agrario";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220519";"2020-06-05 21:15:39.437";"2020-06-05 15:00:36.504";"05/06/2020 15:00";"Declaraciones y Calificaciones";"_Z";"_Z";"_U"
2194;"Homologación de entidades formadoras para impartir los cursos de manipulador de productos fitosanitarios";"_U";"Dirección General de Agricultura";"Consejería de Agricultura, Ganadería y Pesca";"Gobierno de Canarias >> Consejería de Agricultura, Ganadería y Pesca >> Viceconsejería del Sector Primario >> Dirección General de Agricultura >> Servicio de Sanidad Vegetal";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220756";"2020-04-21 21:15:17.379";"2020-04-21 12:26:25.355";"21/04/2020 12:26";"Homologaciones";"_Z";"_Z";"_U"
2202;"Autorización de apertura y puesta en funcionamiento de centros que imparten primer ciclo de educación infantil en la Comunidad Autónoma de Canarias.";"_U";"Dirección General de Centros, Infraestructura y Promoción Educativa";"Consejería de Educación, Universidades, Cultura y Deportes";"Gobierno de Canarias >> Consejería de Educación, Universidades, Cultura y Deportes >> Viceconsejería de Educación, Universidades y Deportes >> Dirección General de Centros, Infraestructura y Promoción Educativa >> Servicio de Administración de Centros";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 2: Descarga formularios";"220588";"2021-11-15 23:00:10.74";"2021-11-15 14:01:40.407";"15/11/2021 14:01";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
2203;"Designación de Organismos Autorizados de Verificación Metrológica para instrumentos de medida sujetos al control metrológico del Estado";"_U";"Dirección General de Industria";"Consejería de Turismo, Industria y Comercio";"Gobierno de Canarias >> Consejería de Turismo, Industria y Comercio >> Viceconsejería de industria, comercio y consumo >> Dirección General de Industria >> Área de industria >> Servicio de desarrollo industrial";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220414";"2021-12-22 23:00:11.75";"2021-12-22 12:45:27.22";"22/12/2021 12:45";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
2207;"Inscripción voluntaria en el Registro de Prohibidos de Acceso al Juego.";"_U";"Viceconsejería de Administraciones Publicas y Transparencia";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Servicio de Gestión del Juego S/C de Tenerife";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220512";"2022-08-02 11:35:47.615";"2022-08-02 11:35:42.815";"02/08/2022 11:35";"Registros Administrativos";"_Z";"_Z";"_U"
2208;"Levantamiento de la prohibición de entrada en los establecimientos de juegos colectivos a instancia del interesado.";"_U";"Viceconsejería de Administraciones Publicas y Transparencia";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Servicio de Gestión del Juego S/C de Tenerife";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220523";"2022-08-02 11:33:51.504";"2022-08-02 11:30:59.444";"02/08/2022 11:33";"Registros Administrativos";"_Z";"_Z";"_U"
2211;"Inscripción en el registro de control metrológico de personas físicas o jurídicas que fabriquen, importen, comercialicen, o cedan en arrendamiento instrumentos de medida sujetos a control metrológico.";"_U";"Dirección General de Industria";"Consejería de Turismo, Industria y Comercio";"Gobierno de Canarias >> Consejería de Turismo, Industria y Comercio >> Viceconsejería de industria, comercio y consumo >> Dirección General de Industria >> Área de industria >> Servicio de desarrollo industrial";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220415";"2022-05-10 22:00:07.88";"2022-05-10 13:08:30.762";"10/05/2022 13:08";"Registros Administrativos";"_Z";"_Z";"_U"
2214;"Autorización para celebrar rifas y tómbolas.";"_U";"Viceconsejería de Administraciones Publicas y Transparencia";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Servicio de Gestión del Juego S/C de Tenerife";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220646";"2022-02-09 23:00:19.08";"2021-05-04 09:50:45.408";"09/02/2022 10:16";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
2215;"Modificación de las autorizaciones de instalación y de apertura y funcionamiento de hipódromos.";"_U";"Viceconsejería de Administraciones Publicas y Transparencia";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Servicio de Gestión del Juego Las Palmas";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220811";"2018-12-04 23:16:18.136";"2018-12-04 13:51:52.207";"04/12/2018 13:51";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
2218;"Aprobación del Plan de Trabajo en caso de trabajos con riesgo de exposición al amianto";"_U";"Dirección General de Trabajo";"Consejería de Economía, Conocimiento y Empleo";"Gobierno de Canarias >> Consejería de Economía, Conocimiento y Empleo >> Viceconsejería de Empleo >> Dirección General de Trabajo >> Servicio régimen jurídico y as. generales del ICASEL";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221308";"2022-02-02 23:00:07.006";"2021-04-28 13:43:33.309";"02/02/2022 13:23";"Aprobaciones";"_Z";"_Z";"_U"
2222;"Registro de empresas con riesgo por amianto (RERA): alta, modificación y baja";"_U";"Dirección General de Trabajo";"Consejería de Economía, Conocimiento y Empleo";"Gobierno de Canarias >> Consejería de Economía, Conocimiento y Empleo >> Viceconsejería de Empleo >> Dirección General de Trabajo >> Servicio régimen jurídico y as. generales del ICASEL";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221115";"2022-02-02 23:00:07.006";"2021-04-28 13:44:27.627";"02/02/2022 13:15";"Registros Administrativos";"_Z";"_Z";"_U"
2224;"Comunicación previa para la realización de la actividad de transporte marítimo regular de pasajeros, mercancías y mixto.";"_U";"Dirección General de Transportes";"Consejería de Obras Públicas, Transportes y Vivienda";"Gobierno de Canarias >> Consejería de Obras Públicas, Transportes y Vivienda >> Viceconsejería de Infraestructuras y Transportes >> Dirección General de Transportes >> Servicio de Transporte Marítimo";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220947";"2022-10-03 22:00:09.874";"2022-10-03 12:13:22.145";"03/10/2022 12:13";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
2230;"Amortización de préstamos en contratos de compraventa y acceso diferido a la propiedad de viviendas protegidas de promoción pública";"_U";"Instituto Canario de Vivienda";"Consejería de Obras Públicas, Transportes y Vivienda";"Gobierno de Canarias >> Consejería de Obras Públicas, Transportes y Vivienda >> Instituto Canario de Vivienda >> Servicio de Promoción Pública Las Palmas I.C.V.";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220629";"2020-07-10 21:15:26.32";"2020-07-10 10:41:29.553";"10/07/2020 10:41";"Bienes Patrimoniales";"_Z";"_Z";"_U"
2236;"Autorización para la expedición de tiques, en sustitución de facturas completas, para sectores empresariales o profesionales o empresas determinadas.";"_U";"Agencia Tributaria Canaria";"Consejería de Hacienda, Presupuestos y Asuntos Europeos";"Gobierno de Canarias >> Consejería de Hacienda, Presupuestos y Asuntos Europeos >> Agencia Tributaria Canaria";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 1: Información";"220408";"2018-04-03 21:15:27.72";"2018-04-03 10:47:15.138";"03/04/2018 10:47";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
2243;"Enajenación gratuita de bienes muebles.";"_U";"Dirección General de Patrimonio y Contratación";"Consejería de Hacienda, Presupuestos y Asuntos Europeos";"Gobierno de Canarias >> Consejería de Hacienda, Presupuestos y Asuntos Europeos >> Viceconsejería de Hacienda, Planificación y Asuntos Europeos >> Dirección General de Patrimonio y Contratación >> Servicio Patrimonio en Tenerife y Parque Móvil";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220957";"2022-05-18 22:00:07.498";"2022-05-18 08:39:25.613";"18/05/2022 08:39";"Bienes Patrimoniales";"_Z";"_Z";"_U"
2245;"Autorización sobre bienes y derechos demaniales por adjudicación directa.";"_U";"Dirección General de Patrimonio y Contratación";"Consejería de Hacienda, Presupuestos y Asuntos Europeos";"Gobierno de Canarias >> Consejería de Hacienda, Presupuestos y Asuntos Europeos >> Viceconsejería de Hacienda, Planificación y Asuntos Europeos >> Dirección General de Patrimonio y Contratación >> Servicio Patrimonio en Tenerife y Parque Móvil";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220870";"2022-06-17 22:00:06.718";"2022-06-17 11:30:33.304";"17/06/2022 11:30";"Bienes de Dominio Público";"_Z";"_Z";"_U"
2247;"Concesión de dominio público por adjudicación directa.";"_U";"Dirección General de Patrimonio y Contratación";"Consejería de Hacienda, Presupuestos y Asuntos Europeos";"Gobierno de Canarias >> Consejería de Hacienda, Presupuestos y Asuntos Europeos >> Viceconsejería de Hacienda, Planificación y Asuntos Europeos >> Dirección General de Patrimonio y Contratación >> Servicio Patrimonio en Tenerife y Parque Móvil";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220911";"2022-05-05 22:00:10.83";"2022-05-05 07:34:16.074";"05/05/2022 07:34";"Bienes de Dominio Público";"_Z";"_Z";"_U"
2250;"Inscripción de actos de sociedades cooperativas y asociaciones cooperativas sujetos a documento público.";"_U";"Servicio Canario de Empleo (SCE)";"Consejería de Economía, Conocimiento y Empleo";"Gobierno de Canarias >> Consejería de Economía, Conocimiento y Empleo >> Servicio Canario de Empleo (SCE) >> Subdirección de Promoción de la Economía Social >> Servicio de Promoción de la Economía Social";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221349";"2022-10-17 22:00:11.796";"2022-10-17 12:58:59.881";"17/10/2022 12:58";"Registros Administrativos";"_Z";"_Z";"_U"
2251;"Descalificación de empresas de inserción.";"_U";"Servicio Canario de Empleo (SCE)";"Consejería de Economía, Conocimiento y Empleo";"Gobierno de Canarias >> Consejería de Economía, Conocimiento y Empleo >> Servicio Canario de Empleo (SCE) >> Subdirección de Promoción de la Economía Social >> Servicio de Promoción de la Economía Social";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221058";"2022-10-18 22:00:09.546";"2022-10-18 09:36:54.062";"18/10/2022 09:36";"Registros Administrativos";"_Z";"_Z";"_U"
2252;"Autorización para la construcción de embarcaciones auxiliares de acuicultura";"_U";"Dirección General de Pesca";"Consejería de Agricultura, Ganadería y Pesca";"Gobierno de Canarias >> Consejería de Agricultura, Ganadería y Pesca >> Viceconsejería del Sector Primario >> Dirección General de Pesca >> Servicio de Estructuras Pesqueras";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220683";"2020-04-06 21:16:29.514";"2020-04-06 11:17:50.802";"06/04/2020 11:17";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
2253;"Bastanteo de Poderes";"_U";"Viceconsejería de Servicios Jurídicos";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Servicios Jurídicos >> Apoyo al viceconsejero/a";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221368";"2021-02-12 23:00:02.381";"2021-02-12 14:54:25.816";"12/02/2021 14:54";"Declaraciones y Calificaciones";"_Z";"_Z";"_U"
2254;"Otorgamiento de autorizaciones acuícolas con fines de investigación o formación en el dominio público marítimo-terrestre";"_U";"Dirección General de Pesca";"Consejería de Agricultura, Ganadería y Pesca";"Gobierno de Canarias >> Consejería de Agricultura, Ganadería y Pesca >> Viceconsejería del Sector Primario >> Dirección General de Pesca >> Servicio de Estructuras Pesqueras";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220844";"2020-04-06 21:16:29.501";"2020-04-06 11:16:31.556";"06/04/2020 11:16";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
2265;"Comunicación previa de implantación y modificación de los precios de los bienes y servicios comunicados de ámbito autonómico.";"_U";"Dirección General de Comercio y Consumo";"Consejería de Turismo, Industria y Comercio";"Gobierno de Canarias >> Consejería de Turismo, Industria y Comercio >> Viceconsejería de industria, comercio y consumo >> Dirección General de Comercio y Consumo >> Servicio de comercio";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220412";"2022-05-13 22:00:14.64";"2022-05-13 12:04:31.846";"13/05/2022 12:04";"Otras";"_Z";"_Z";"_U"
2266;"Autorización administrativa de establecimientos y actividades industriales no liberalizadas, y/o trámites previos de actividades liberalizadas";"_U";"Dirección General de Industria";"Consejería de Turismo, Industria y Comercio";"Gobierno de Canarias >> Consejería de Turismo, Industria y Comercio >> Viceconsejería de industria, comercio y consumo >> Dirección General de Industria >> Área de industria >> Servicio establecimientos industriales";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220842";"2022-05-13 22:00:11.073";"2022-05-13 10:32:57.766";"13/05/2022 10:32";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
2272;"Concesión de la prestación de movilidad y compensación por gastos de transporte para personas con discapacidad";"_U";"Dirección General de Derechos Sociales e Inmigración";"Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud";"Gobierno de Canarias >> Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud >> Viceconsejería de Derechos Sociales >> Dirección General de Derechos Sociales e Inmigración >> Servicio de Gestión de Pensiones y Ayudas de Integración";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221264";"2021-12-29 23:00:04.198";"2021-12-29 11:50:23.892";"29/12/2021 11:50";"Prestaciones Sociales y Sanitarias";"_Z";"_Z";"_U"
2279;"Revisión por cambio de circunstancias de las prestaciones sociales y económicas para personas con discapacidad";"_U";"Dirección General de Derechos Sociales e Inmigración";"Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud";"Gobierno de Canarias >> Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud >> Viceconsejería de Derechos Sociales >> Dirección General de Derechos Sociales e Inmigración >> Servicio de Gestión de Pensiones y Ayudas de Integración";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221006";"2021-12-29 23:00:04.198";"2021-12-29 11:51:13.309";"29/12/2021 11:51";"Prestaciones Sociales y Sanitarias";"_Z";"_Z";"_U"
2281;"Revisión anual de las prestaciones sociales y económicas para personas con discapacidad.";"_U";"Dirección General de Derechos Sociales e Inmigración";"Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud";"Gobierno de Canarias >> Consejería de Derechos Sociales, Igualdad, Diversidad y Juventud >> Viceconsejería de Derechos Sociales >> Dirección General de Derechos Sociales e Inmigración >> Servicio de Gestión de Pensiones y Ayudas de Integración";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221296";"2021-12-29 23:00:04.198";"2021-12-29 11:51:35.225";"29/12/2021 11:51";"Prestaciones Sociales y Sanitarias";"_Z";"_Z";"_U"
2290;"Expedición de certificado de profesional habilitado";"_U";"Dirección General de Industria";"Consejería de Turismo, Industria y Comercio";"Gobierno de Canarias >> Consejería de Turismo, Industria y Comercio >> Viceconsejería de industria, comercio y consumo >> Dirección General de Industria >> Área de industria >> Servicio de desarrollo industrial";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220409";"2022-10-11 08:39:16.153";"2022-10-11 08:39:11.02";"11/10/2022 08:39";"Acreditaciones, Carnés y Habilitaciones";"_Z";"_Z";"_U"
2298;"Declaración de Urgente Ocupación de Bienes y Derechos.";"_U";"Viceconsejería de Administraciones Publicas y Transparencia";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Servicio de Administración Local";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221007";"2018-12-04 23:16:05.03";"2018-12-04 13:52:51.175";"04/12/2018 13:52";"Expropiación Forzosa";"_Z";"_Z";"_U"
2315;"Autorización para imponer otras prohibiciones o condiciones especiales de admisión a las Salas de Juego de Casinos.";"_U";"Viceconsejería de Administraciones Publicas y Transparencia";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Servicio de Gestión del Juego S/C de Tenerife";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"221004";"2021-05-07 22:00:03.912";"2021-05-07 09:12:56.557";"07/05/2021 09:12";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
2316;"Autorización del horario de funcionamiento de salas de boule, salas privadas y de la Sala exterior de máquinas de Casinos de Juego.";"_U";"Viceconsejería de Administraciones Publicas y Transparencia";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Servicio de Gestión del Juego S/C de Tenerife";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220821";"2021-07-22 22:00:05.539";"2021-07-22 10:28:45.497";"22/07/2021 10:28";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
2329;"Aprobación de escudos heráldicos, blasones y banderas de las Corporaciones Locales.";"_U";"Viceconsejería de Administraciones Publicas y Transparencia";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Servicio de Administración Local";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220788";"2022-06-27 22:00:08.181";"2022-06-27 11:23:40.949";"27/06/2022 11:23";"Protocolo y Representación";"_Z";"_Z";"_U"
2330;"Concesión de tratamientos, honores y distinciones a las entidades locales.";"_U";"Viceconsejería de Administraciones Publicas y Transparencia";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Servicio de Administración Local";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220919";"2022-06-27 22:00:08.181";"2022-06-27 11:20:25.917";"27/06/2022 11:20";"Protocolo y Representación";"_Z";"_Z";"_U"
2334;"Enajenaciones de bienes inmuebles realizadas por las Entidades Locales.";"_U";"Viceconsejería de Administraciones Publicas y Transparencia";"Consejería de Administraciones Públicas, Justicia y Seguridad";"Gobierno de Canarias >> Consejería de Administraciones Públicas, Justicia y Seguridad >> Viceconsejería de Administraciones Publicas y Transparencia >> Servicio de Administración Local";"PROCEDIMIENTO";"OTRO_PROCEDIMIENTO";"INTERESADO";"ESPECIFICO";"Nivel 4: Tramitación electrónica completa";"220783";"2022-06-27 22:00:08.181";"2022-06-27 11:21:12.516";"27/06/2022 11:21";"Autorizaciones, Licencias y Permisos";"_Z";"_Z";"_U"
